age,job,marital,education,has_credit,avg_year_balance,house_loan,loan,contact_type,day,month,last_contact_in_sec,num_compaign_contact,num_days_last_contact,num_prev_contact,prev_compaign_outcome,y
30,technician,single,tertiary,0,985,yes,no,cellular,19,feb,88,2,-1,0,unknown,no
28,services,single,secondary,0,168,no,no,cellular,1,jun,347,3,140,2,success,yes
46,services,married,secondary,0,1550,yes,no,cellular,16,apr,126,2,149,8,failure,no
47,management,married,tertiary,0,7708,yes,no,cellular,21,nov,157,5,-1,0,unknown,no
35,blue-collar,married,primary,0,-12,yes,no,unknown,12,may,212,5,-1,0,unknown,no
80,management,married,primary,0,6483,no,no,telephone,19,oct,123,1,-1,0,unknown,no
30,technician,single,tertiary,0,60,yes,yes,unknown,7,may,306,5,-1,0,unknown,no
55,technician,single,secondary,0,3339,yes,no,unknown,2,jun,63,1,-1,0,unknown,no
22,student,single,tertiary,0,1161,no,yes,cellular,16,jun,119,1,-1,0,unknown,no
33,blue-collar,single,primary,0,599,yes,no,unknown,21,may,29,1,-1,0,unknown,no
53,entrepreneur,married,unknown,0,28,no,no,cellular,31,jul,117,2,-1,0,unknown,no
49,management,married,tertiary,0,1430,no,no,cellular,18,nov,231,2,-1,0,unknown,no
51,retired,married,secondary,0,35,no,yes,cellular,8,jul,123,4,-1,0,unknown,no
41,self-employed,married,tertiary,0,6000,yes,no,cellular,18,nov,265,1,-1,0,unknown,no
34,technician,married,secondary,0,0,yes,no,cellular,15,jul,144,1,-1,0,unknown,no
36,blue-collar,single,secondary,0,340,no,yes,unknown,16,jun,559,3,-1,0,unknown,no
35,entrepreneur,married,tertiary,0,0,no,no,cellular,5,may,74,1,168,4,failure,no
29,services,married,secondary,0,3,yes,no,cellular,10,jul,183,1,-1,0,unknown,no
40,technician,single,tertiary,0,445,yes,no,cellular,24,jul,631,1,-1,0,unknown,no
32,management,divorced,tertiary,0,874,no,no,cellular,12,aug,1282,6,-1,0,unknown,yes
48,blue-collar,married,secondary,0,705,no,no,unknown,13,may,108,2,-1,0,unknown,no
59,retired,married,unknown,0,1033,no,no,unknown,11,jun,1199,1,-1,0,unknown,yes
35,self-employed,divorced,tertiary,0,1354,yes,no,unknown,23,may,736,2,-1,0,unknown,yes
33,technician,single,tertiary,0,123,no,no,cellular,19,aug,264,1,-1,0,unknown,no
55,retired,married,primary,0,8894,no,no,unknown,11,jun,262,1,-1,0,unknown,no
41,blue-collar,married,secondary,0,429,yes,no,unknown,13,may,244,1,-1,0,unknown,no
42,housemaid,married,primary,0,14752,no,no,unknown,19,may,107,2,-1,0,unknown,no
46,blue-collar,married,primary,0,67,no,no,unknown,24,jun,9,1,-1,0,unknown,no
35,housemaid,divorced,secondary,0,39,no,no,cellular,31,jul,149,2,-1,0,unknown,no
28,technician,single,tertiary,0,102,no,no,cellular,28,jan,321,2,-1,0,unknown,no
25,student,single,secondary,0,1790,no,no,cellular,17,apr,224,1,322,3,failure,no
56,management,single,tertiary,0,15311,no,no,cellular,29,apr,157,6,-1,0,unknown,no
30,admin.,single,secondary,0,-635,no,no,cellular,25,jul,250,1,-1,0,unknown,no
45,blue-collar,married,secondary,0,115,no,no,cellular,11,aug,209,4,-1,0,unknown,no
40,management,married,tertiary,0,10786,no,no,unknown,20,jun,111,3,-1,0,unknown,no
40,blue-collar,married,secondary,0,498,yes,no,cellular,8,may,55,2,298,4,failure,no
39,blue-collar,married,secondary,0,1045,yes,yes,cellular,9,jul,290,13,-1,0,unknown,no
48,entrepreneur,married,tertiary,0,810,no,no,unknown,6,jun,383,1,-1,0,unknown,no
31,technician,single,tertiary,0,-162,yes,no,cellular,18,may,380,1,-1,0,unknown,no
32,management,married,tertiary,0,55,no,no,cellular,2,feb,124,3,-1,0,unknown,no
34,services,married,secondary,0,586,yes,yes,unknown,8,may,224,2,-1,0,unknown,no
26,technician,single,secondary,0,455,no,no,cellular,29,jan,240,1,182,8,other,no
31,management,married,tertiary,0,1010,yes,no,cellular,15,may,385,3,364,9,other,no
37,management,single,tertiary,0,509,yes,no,cellular,6,may,133,1,-1,0,unknown,no
29,student,single,unknown,0,2929,no,no,cellular,11,aug,91,1,-1,0,unknown,no
57,technician,married,secondary,0,3071,yes,yes,cellular,7,may,63,3,-1,0,unknown,no
47,management,single,tertiary,0,153,yes,no,cellular,18,nov,192,2,-1,0,unknown,no
38,self-employed,single,secondary,0,1146,yes,no,unknown,21,may,91,2,-1,0,unknown,no
48,blue-collar,married,primary,0,1092,no,yes,cellular,18,nov,79,1,172,8,failure,no
50,management,married,tertiary,0,3463,no,yes,cellular,28,oct,96,1,-1,0,unknown,yes
33,admin.,married,secondary,0,1158,yes,no,cellular,20,apr,25,2,-1,0,unknown,no
28,admin.,single,secondary,0,26,yes,no,cellular,7,may,227,2,-1,0,unknown,no
30,services,single,secondary,0,566,no,no,cellular,5,feb,110,1,-1,0,unknown,no
52,technician,divorced,secondary,0,204,no,no,cellular,7,aug,134,2,-1,0,unknown,no
36,technician,married,secondary,0,480,no,no,cellular,20,oct,213,1,-1,0,unknown,yes
36,technician,single,secondary,0,1855,yes,no,cellular,4,feb,75,1,273,1,failure,no
46,services,married,secondary,0,1034,no,no,cellular,8,aug,109,2,-1,0,unknown,no
57,management,married,tertiary,0,3250,no,no,cellular,20,aug,162,3,-1,0,unknown,no
28,management,single,secondary,0,1633,no,no,cellular,5,jun,275,1,-1,0,unknown,yes
46,services,married,secondary,0,0,yes,no,cellular,22,jun,154,1,124,1,other,no
55,retired,married,primary,0,3334,no,no,cellular,14,aug,632,4,-1,0,unknown,yes
33,management,married,tertiary,0,4020,yes,yes,cellular,15,apr,251,1,-1,0,unknown,no
53,management,married,secondary,0,66,no,yes,telephone,8,jul,141,1,-1,0,unknown,no
41,technician,single,secondary,0,-41,yes,yes,cellular,3,apr,154,1,-1,0,unknown,no
60,blue-collar,married,secondary,0,322,yes,no,cellular,7,may,63,1,-1,0,unknown,no
35,entrepreneur,married,primary,0,2643,no,yes,cellular,8,jul,259,1,-1,0,unknown,no
43,blue-collar,divorced,primary,0,49,yes,no,unknown,9,may,100,1,-1,0,unknown,no
57,admin.,divorced,primary,0,1,no,no,unknown,15,may,17,10,-1,0,unknown,no
46,admin.,married,secondary,0,3098,yes,no,telephone,21,nov,192,9,-1,0,unknown,no
31,blue-collar,married,primary,0,352,yes,no,unknown,19,may,97,9,-1,0,unknown,no
53,technician,married,secondary,0,65,no,no,cellular,25,aug,41,2,-1,0,unknown,no
35,blue-collar,married,secondary,0,1949,yes,no,unknown,2,jun,200,3,-1,0,unknown,no
32,admin.,single,secondary,0,739,yes,no,cellular,20,nov,91,3,-1,0,unknown,no
48,management,married,tertiary,0,1167,yes,yes,cellular,1,jun,264,1,-1,0,unknown,yes
50,admin.,married,secondary,0,231,yes,no,cellular,21,nov,397,2,-1,0,unknown,no
40,blue-collar,married,primary,0,1136,yes,no,unknown,21,may,86,1,-1,0,unknown,no
42,entrepreneur,married,tertiary,0,233,no,no,cellular,5,feb,446,1,-1,0,unknown,no
59,admin.,married,secondary,0,817,no,no,cellular,9,apr,304,1,-1,0,unknown,no
27,blue-collar,single,primary,0,1128,yes,no,unknown,30,jun,88,4,-1,0,unknown,no
32,management,single,tertiary,0,1831,yes,no,cellular,20,apr,86,2,-1,0,unknown,no
35,technician,single,secondary,0,450,yes,no,cellular,13,may,63,1,-1,0,unknown,no
28,services,married,secondary,0,0,yes,no,cellular,5,may,335,2,281,8,failure,no
37,management,divorced,secondary,0,414,no,no,cellular,29,jan,293,2,162,4,failure,no
57,management,married,primary,0,1052,yes,no,unknown,13,may,227,4,-1,0,unknown,no
42,admin.,single,secondary,0,1022,yes,no,unknown,5,may,146,2,-1,0,unknown,no
55,admin.,married,primary,0,343,yes,no,cellular,14,jul,276,3,-1,0,unknown,no
52,management,married,tertiary,0,1944,yes,no,cellular,15,apr,238,3,323,2,failure,no
26,blue-collar,single,secondary,0,-32,yes,yes,cellular,31,jul,14,6,-1,0,unknown,no
52,technician,married,secondary,0,1781,yes,no,unknown,19,may,144,2,-1,0,unknown,no
26,management,single,tertiary,0,350,no,no,cellular,8,jul,367,1,-1,0,unknown,no
33,unemployed,married,secondary,0,2,yes,no,cellular,16,jul,132,1,-1,0,unknown,no
24,blue-collar,single,primary,0,111,yes,yes,unknown,27,may,42,4,-1,0,unknown,no
37,management,divorced,tertiary,0,168,yes,no,unknown,5,jun,227,1,-1,0,unknown,no
28,technician,single,secondary,0,3,no,no,telephone,18,may,40,8,349,6,failure,no
30,technician,single,secondary,0,102,yes,no,unknown,7,may,614,2,-1,0,unknown,no
33,blue-collar,married,primary,0,0,yes,no,unknown,15,may,270,1,-1,0,unknown,no
55,unknown,married,primary,0,159,no,no,unknown,4,sep,15,1,-1,0,unknown,no
33,blue-collar,married,secondary,0,1134,yes,no,unknown,23,may,304,2,-1,0,unknown,no
42,blue-collar,married,secondary,0,352,yes,no,cellular,11,may,79,3,-1,0,unknown,no
37,management,married,tertiary,0,865,yes,no,cellular,3,jun,101,1,-1,0,unknown,no
59,blue-collar,married,primary,0,179,yes,no,unknown,5,may,55,3,-1,0,unknown,no
27,blue-collar,single,secondary,0,5,yes,no,unknown,19,may,205,3,-1,0,unknown,no
23,student,married,tertiary,1,-230,yes,no,cellular,18,may,259,2,-1,0,unknown,no
51,management,divorced,tertiary,0,0,no,no,cellular,13,aug,60,2,-1,0,unknown,no
50,blue-collar,married,primary,0,3924,yes,no,cellular,20,apr,122,2,-1,0,unknown,no
43,technician,married,secondary,0,764,yes,no,cellular,14,jul,557,5,-1,0,unknown,no
37,blue-collar,divorced,primary,0,511,yes,no,telephone,11,may,42,1,-1,0,unknown,no
34,management,single,tertiary,0,4348,yes,no,cellular,28,aug,373,8,-1,0,unknown,no
41,management,married,tertiary,0,3016,yes,no,cellular,14,jul,80,3,-1,0,unknown,no
26,student,single,secondary,0,279,no,no,cellular,7,may,239,3,-1,0,unknown,no
49,management,divorced,tertiary,0,1405,no,no,unknown,8,jun,29,1,-1,0,unknown,no
29,blue-collar,single,secondary,0,908,yes,no,unknown,20,jun,1663,1,-1,0,unknown,yes
30,management,single,tertiary,0,162,yes,no,unknown,20,may,186,4,-1,0,unknown,no
38,services,divorced,secondary,0,792,no,no,unknown,6,jun,430,1,-1,0,unknown,no
58,management,married,secondary,0,111,no,no,telephone,24,mar,58,2,-1,0,unknown,no
34,student,single,unknown,0,1281,no,no,cellular,25,aug,279,1,117,1,failure,no
53,services,divorced,unknown,0,1012,yes,no,cellular,28,jul,332,2,-1,0,unknown,no
50,management,married,tertiary,0,2881,no,no,cellular,5,aug,510,2,2,5,other,no
30,blue-collar,single,secondary,0,445,yes,no,cellular,16,apr,218,1,330,2,failure,no
40,management,married,secondary,0,643,yes,no,cellular,17,apr,74,2,256,1,failure,no
57,housemaid,single,secondary,0,254,no,no,cellular,8,oct,676,1,-1,0,unknown,no
40,management,married,tertiary,0,-1212,yes,no,cellular,15,may,1259,2,333,18,failure,no
41,technician,married,secondary,0,2125,yes,yes,cellular,21,nov,285,3,116,4,failure,no
53,technician,divorced,unknown,0,629,yes,no,cellular,8,may,298,1,-1,0,unknown,no
48,blue-collar,married,secondary,0,-202,yes,yes,cellular,30,jul,225,4,-1,0,unknown,no
32,technician,single,secondary,0,271,yes,no,cellular,13,may,80,2,268,2,other,no
34,management,married,tertiary,0,703,yes,no,cellular,14,apr,342,1,-1,0,unknown,yes
46,blue-collar,married,secondary,0,-216,yes,no,cellular,28,jul,404,3,-1,0,unknown,no
45,services,divorced,secondary,0,88,no,yes,cellular,7,jul,332,1,-1,0,unknown,no
51,admin.,single,tertiary,0,16,yes,no,cellular,30,jan,158,1,-1,0,unknown,no
31,management,married,secondary,0,466,yes,no,cellular,14,may,164,1,-1,0,unknown,no
47,technician,married,secondary,0,-75,yes,no,cellular,4,feb,57,1,247,1,other,no
32,blue-collar,married,secondary,0,456,no,no,cellular,12,may,121,1,-1,0,unknown,no
41,technician,married,secondary,0,77,yes,no,cellular,7,may,56,1,-1,0,unknown,no
37,services,single,secondary,0,-244,no,no,unknown,3,jul,178,1,-1,0,unknown,no
27,blue-collar,single,primary,0,1209,no,no,cellular,29,jan,283,1,-1,0,unknown,no
27,services,married,secondary,0,58,yes,no,cellular,7,may,113,1,337,2,other,no
50,management,married,secondary,1,421,no,no,cellular,20,nov,22,5,-1,0,unknown,no
31,management,single,tertiary,0,112,yes,no,cellular,2,feb,159,2,271,1,failure,no
40,self-employed,married,tertiary,0,13669,no,no,cellular,15,oct,138,1,136,8,other,no
43,management,married,tertiary,0,1429,yes,no,cellular,19,nov,1015,1,198,2,other,yes
39,technician,married,tertiary,0,794,no,no,telephone,2,feb,182,1,-1,0,unknown,no
31,entrepreneur,single,tertiary,0,1957,no,no,cellular,4,feb,112,3,-1,0,unknown,no
48,technician,married,secondary,0,454,yes,no,cellular,10,jul,114,1,-1,0,unknown,no
32,blue-collar,single,primary,0,882,no,yes,cellular,29,jul,80,8,-1,0,unknown,no
47,unemployed,married,primary,0,168,yes,no,telephone,30,jan,66,1,241,1,other,no
35,management,single,tertiary,0,714,yes,no,cellular,26,aug,135,22,-1,0,unknown,no
42,management,single,tertiary,0,0,no,no,cellular,7,sep,99,1,-1,0,unknown,no
47,blue-collar,married,secondary,0,1996,no,no,unknown,5,jun,761,2,-1,0,unknown,yes
59,retired,married,secondary,0,163,no,no,cellular,24,jul,464,1,-1,0,unknown,no
38,admin.,married,secondary,0,3190,yes,no,unknown,20,jun,20,2,-1,0,unknown,no
50,unemployed,married,secondary,0,1772,no,no,cellular,29,jul,206,4,-1,0,unknown,no
27,services,single,secondary,0,-151,no,no,cellular,8,jul,283,2,-1,0,unknown,no
55,housemaid,married,primary,0,16,no,no,unknown,20,jun,64,1,-1,0,unknown,no
39,services,single,secondary,0,7066,yes,no,cellular,15,may,667,3,357,3,other,yes
31,technician,single,tertiary,0,454,no,no,cellular,4,feb,73,3,-1,0,unknown,no
37,entrepreneur,married,tertiary,0,4798,yes,no,unknown,20,may,156,2,-1,0,unknown,no
28,technician,single,secondary,1,-298,yes,no,unknown,3,jun,559,7,-1,0,unknown,no
42,technician,married,secondary,0,439,no,no,cellular,20,aug,143,2,-1,0,unknown,no
40,services,divorced,secondary,0,1927,yes,no,unknown,15,may,62,1,-1,0,unknown,no
59,management,single,secondary,0,671,yes,yes,cellular,29,jan,219,2,259,5,failure,no
40,services,single,secondary,0,65,yes,no,cellular,15,may,15,3,-1,0,unknown,no
43,technician,married,secondary,0,-932,yes,no,cellular,16,apr,567,1,-1,0,unknown,no
38,technician,single,secondary,0,4366,yes,no,cellular,29,jul,188,2,-1,0,unknown,no
54,retired,married,primary,0,0,yes,no,cellular,11,jul,159,2,-1,0,unknown,no
41,blue-collar,married,secondary,0,4900,yes,no,telephone,31,jul,121,2,-1,0,unknown,no
55,housemaid,divorced,primary,0,976,no,no,cellular,28,jun,345,1,94,3,other,yes
33,management,married,tertiary,0,148,no,no,unknown,20,may,717,1,-1,0,unknown,no
46,blue-collar,married,secondary,0,5,no,no,cellular,18,aug,71,3,-1,0,unknown,no
36,management,married,secondary,0,-148,no,no,cellular,18,nov,144,2,-1,0,unknown,no
48,technician,divorced,tertiary,0,113,no,yes,cellular,22,jul,38,1,-1,0,unknown,no
42,management,married,secondary,0,-105,yes,no,cellular,28,aug,60,2,-1,0,unknown,no
46,management,divorced,tertiary,0,624,no,no,cellular,17,sep,336,2,183,2,success,yes
49,technician,married,secondary,1,-1680,yes,yes,unknown,27,jun,92,4,-1,0,unknown,no
36,blue-collar,married,secondary,0,-461,no,no,cellular,11,may,254,2,353,1,failure,no
34,technician,single,tertiary,0,144,yes,yes,cellular,14,oct,104,1,85,19,failure,no
51,entrepreneur,divorced,tertiary,0,4,yes,yes,cellular,20,apr,74,5,-1,0,unknown,no
58,blue-collar,married,primary,0,309,no,no,cellular,19,aug,156,2,-1,0,unknown,no
48,management,married,tertiary,0,866,no,no,cellular,29,jan,146,2,-1,0,unknown,no
41,admin.,single,secondary,0,1020,yes,no,unknown,19,may,882,1,-1,0,unknown,yes
49,self-employed,married,primary,0,489,yes,no,unknown,27,may,84,4,-1,0,unknown,no
43,management,married,primary,0,8167,yes,no,unknown,19,may,114,2,-1,0,unknown,no
32,blue-collar,single,secondary,0,-255,no,yes,unknown,2,jul,957,3,-1,0,unknown,no
54,retired,married,secondary,0,3671,no,no,unknown,11,jun,67,3,-1,0,unknown,no
33,blue-collar,divorced,primary,0,636,yes,no,cellular,9,jul,211,11,-1,0,unknown,no
35,technician,married,secondary,0,141,yes,no,cellular,19,aug,299,2,-1,0,unknown,no
56,technician,married,secondary,0,150,yes,yes,cellular,11,may,102,6,349,1,failure,no
57,technician,married,secondary,0,839,no,yes,unknown,5,may,225,1,-1,0,unknown,no
31,housemaid,single,primary,0,26965,no,no,cellular,21,apr,654,2,-1,0,unknown,yes
33,technician,single,secondary,0,716,yes,no,cellular,14,may,234,2,-1,0,unknown,no
29,technician,single,tertiary,0,2485,no,no,telephone,24,jul,48,6,-1,0,unknown,no
38,management,single,tertiary,0,15030,yes,no,cellular,13,may,167,1,174,7,other,no
37,admin.,married,secondary,0,11303,no,no,cellular,26,may,500,2,-1,0,unknown,no
33,entrepreneur,married,tertiary,0,595,no,no,cellular,7,aug,22,2,-1,0,unknown,no
30,management,single,tertiary,0,19358,no,no,cellular,19,nov,258,2,-1,0,unknown,no
31,self-employed,single,secondary,0,203,no,yes,cellular,19,nov,177,1,-1,0,unknown,no
28,technician,single,tertiary,0,183,yes,yes,unknown,28,may,62,2,-1,0,unknown,no
26,admin.,single,secondary,0,255,no,no,cellular,30,apr,457,1,80,1,success,yes
31,technician,single,secondary,0,102,yes,no,telephone,17,apr,460,2,345,2,failure,no
50,housemaid,divorced,primary,0,94,yes,no,cellular,22,jul,184,4,-1,0,unknown,no
45,entrepreneur,married,primary,0,58,yes,no,telephone,13,may,119,3,371,3,failure,no
48,management,married,primary,0,606,no,no,cellular,5,mar,77,6,-1,0,unknown,no
41,technician,married,secondary,0,0,no,yes,cellular,23,jul,107,1,-1,0,unknown,no
60,technician,married,primary,0,65,yes,no,unknown,9,may,1028,2,-1,0,unknown,yes
41,blue-collar,married,secondary,0,338,yes,no,unknown,14,may,87,1,-1,0,unknown,no
43,blue-collar,married,primary,0,757,yes,no,unknown,9,may,315,4,-1,0,unknown,no
36,management,married,tertiary,0,9269,yes,yes,cellular,19,nov,107,2,-1,0,unknown,no
40,blue-collar,married,primary,0,1206,no,yes,telephone,16,jul,201,5,-1,0,unknown,no
28,management,single,tertiary,0,882,no,yes,cellular,29,jan,94,1,205,2,failure,no
27,student,single,tertiary,0,5291,no,no,cellular,12,nov,192,2,92,2,failure,yes
49,management,single,secondary,0,61,yes,no,cellular,29,jan,185,2,246,1,failure,no
37,technician,married,tertiary,0,0,yes,no,cellular,17,nov,77,1,-1,0,unknown,no
31,blue-collar,married,secondary,0,1407,yes,no,cellular,6,may,142,3,-1,0,unknown,no
31,technician,single,secondary,1,25,no,no,cellular,2,feb,381,1,-1,0,unknown,no
31,blue-collar,married,secondary,0,1354,yes,yes,cellular,17,nov,222,2,-1,0,unknown,no
35,blue-collar,married,primary,0,793,yes,no,cellular,17,apr,106,1,-1,0,unknown,no
51,blue-collar,divorced,unknown,0,10287,yes,no,unknown,29,may,117,1,-1,0,unknown,no
33,technician,single,secondary,0,5235,no,no,cellular,7,aug,67,3,-1,0,unknown,no
30,technician,single,tertiary,0,3,yes,no,cellular,6,may,45,2,169,2,failure,no
58,technician,single,secondary,0,409,no,yes,cellular,14,jul,643,2,-1,0,unknown,no
34,admin.,married,tertiary,0,35,yes,no,cellular,15,oct,76,1,69,2,failure,no
45,management,married,tertiary,0,-459,no,no,cellular,21,aug,508,6,-1,0,unknown,no
28,services,single,secondary,0,198,no,no,cellular,5,jul,128,2,-1,0,unknown,yes
31,blue-collar,married,primary,0,99,yes,no,cellular,17,apr,193,2,322,1,other,no
40,management,married,tertiary,0,60,no,no,unknown,16,jun,172,6,-1,0,unknown,no
30,services,single,secondary,0,3485,no,no,cellular,2,feb,142,2,-1,0,unknown,no
34,entrepreneur,married,secondary,0,-139,yes,yes,unknown,27,may,492,2,-1,0,unknown,no
40,blue-collar,married,secondary,0,952,no,yes,unknown,12,jun,140,1,-1,0,unknown,no
59,retired,married,primary,0,1427,no,no,unknown,18,jun,140,2,-1,0,unknown,no
43,technician,single,tertiary,0,1017,yes,no,unknown,19,may,257,2,-1,0,unknown,no
41,management,married,tertiary,0,-29,no,no,cellular,29,jan,41,2,266,2,failure,no
33,technician,divorced,secondary,0,9,no,no,cellular,21,aug,91,2,-1,0,unknown,no
33,management,married,secondary,0,4040,yes,no,cellular,20,apr,132,2,-1,0,unknown,no
36,blue-collar,married,secondary,0,13,no,no,unknown,3,jun,284,1,-1,0,unknown,no
32,self-employed,single,secondary,0,1259,no,no,cellular,25,jul,184,2,-1,0,unknown,no
25,admin.,married,secondary,0,18,yes,no,cellular,18,jul,225,1,-1,0,unknown,no
25,blue-collar,married,secondary,0,-76,yes,no,unknown,12,may,241,3,-1,0,unknown,no
38,technician,single,tertiary,0,221,no,no,cellular,20,aug,79,3,-1,0,unknown,no
34,management,married,tertiary,0,136,yes,no,cellular,22,apr,156,1,-1,0,unknown,no
67,blue-collar,married,secondary,0,16353,no,no,cellular,27,oct,223,2,-1,0,unknown,no
32,blue-collar,married,secondary,0,-63,yes,no,unknown,30,may,198,1,-1,0,unknown,no
45,housemaid,married,primary,0,7353,no,no,cellular,13,aug,536,2,-1,0,unknown,no
33,blue-collar,married,primary,0,511,yes,no,unknown,21,may,304,2,-1,0,unknown,no
38,admin.,married,primary,0,3913,yes,no,cellular,20,apr,196,2,315,2,failure,no
32,technician,divorced,secondary,0,1097,yes,no,unknown,12,may,298,2,-1,0,unknown,no
54,retired,divorced,tertiary,0,6102,yes,yes,unknown,21,may,86,6,-1,0,unknown,no
51,admin.,divorced,secondary,0,340,yes,no,unknown,8,may,186,1,-1,0,unknown,no
42,blue-collar,married,primary,0,-119,yes,no,cellular,22,jul,167,3,-1,0,unknown,no
41,admin.,married,secondary,0,2993,yes,no,cellular,22,jul,24,12,-1,0,unknown,no
39,management,divorced,tertiary,0,3575,no,yes,cellular,18,aug,74,3,-1,0,unknown,no
38,blue-collar,married,secondary,0,361,yes,no,unknown,11,jun,601,1,-1,0,unknown,no
39,management,married,secondary,0,1072,yes,no,unknown,27,may,1168,2,-1,0,unknown,no
46,blue-collar,married,primary,0,2904,no,no,cellular,20,apr,277,2,-1,0,unknown,no
50,entrepreneur,divorced,tertiary,0,1790,no,yes,cellular,6,feb,748,3,-1,0,unknown,no
33,blue-collar,married,secondary,0,86,yes,no,unknown,19,may,364,1,-1,0,unknown,no
37,technician,married,secondary,0,1633,yes,no,unknown,19,may,229,3,-1,0,unknown,no
31,management,married,tertiary,0,8312,no,no,cellular,29,aug,43,13,-1,0,unknown,no
34,blue-collar,divorced,unknown,0,172,no,no,cellular,15,jun,177,1,-1,0,unknown,yes
34,management,married,tertiary,0,0,yes,no,cellular,7,aug,262,1,99,2,success,yes
36,management,married,tertiary,0,222,yes,no,cellular,6,may,317,1,169,2,failure,no
40,technician,married,secondary,0,109,no,no,unknown,20,jun,402,22,-1,0,unknown,no
40,blue-collar,married,secondary,0,1451,no,no,cellular,1,jun,314,1,-1,0,unknown,yes
41,technician,married,secondary,0,1066,no,no,cellular,11,feb,109,3,-1,0,unknown,yes
52,management,married,tertiary,0,3163,no,no,cellular,25,aug,56,6,-1,0,unknown,no
40,services,single,secondary,0,888,yes,no,unknown,12,may,169,2,-1,0,unknown,no
48,blue-collar,single,unknown,0,428,yes,no,cellular,18,may,127,1,-1,0,unknown,no
33,management,divorced,secondary,0,106,no,no,cellular,20,aug,175,3,-1,0,unknown,no
44,technician,divorced,secondary,0,0,no,no,cellular,12,aug,56,2,-1,0,unknown,no
55,management,married,tertiary,0,979,no,yes,cellular,8,jul,123,1,-1,0,unknown,no
51,admin.,married,secondary,0,2662,no,no,telephone,28,jan,148,2,-1,0,unknown,no
34,management,single,tertiary,0,84,no,no,cellular,5,feb,231,1,-1,0,unknown,no
58,retired,divorced,unknown,0,5920,yes,no,cellular,23,jul,255,1,-1,0,unknown,no
39,management,single,tertiary,0,816,yes,no,cellular,27,aug,37,3,-1,0,unknown,no
27,unemployed,single,secondary,0,3276,no,no,cellular,5,aug,106,1,110,2,other,no
55,management,divorced,unknown,0,2,yes,no,unknown,19,may,95,1,-1,0,unknown,no
35,technician,single,secondary,0,-51,no,no,unknown,2,jul,134,2,-1,0,unknown,no
37,technician,single,tertiary,0,3315,yes,no,cellular,9,apr,820,2,-1,0,unknown,no
52,technician,married,secondary,0,196,yes,yes,cellular,24,feb,116,1,273,3,failure,no
41,blue-collar,married,secondary,0,552,yes,no,cellular,12,may,463,1,-1,0,unknown,no
52,admin.,married,secondary,0,2347,no,yes,cellular,12,aug,603,3,-1,0,unknown,no
34,blue-collar,single,secondary,0,3723,yes,no,unknown,27,may,47,5,-1,0,unknown,no
53,management,divorced,primary,0,255,no,no,cellular,19,nov,126,1,-1,0,unknown,no
33,management,single,tertiary,0,3143,no,no,cellular,29,jun,421,2,-1,0,unknown,yes
47,self-employed,married,secondary,0,0,no,no,unknown,26,jun,174,8,-1,0,unknown,no
35,blue-collar,married,secondary,0,6411,yes,yes,cellular,30,jan,144,1,266,2,failure,no
33,management,single,tertiary,0,1909,no,no,cellular,8,aug,191,2,-1,0,unknown,no
55,blue-collar,married,primary,0,3873,no,no,telephone,21,apr,222,1,-1,0,unknown,no
58,self-employed,married,primary,0,1013,yes,no,cellular,11,aug,206,1,461,1,failure,yes
44,admin.,married,secondary,0,262,yes,no,cellular,9,jul,74,1,-1,0,unknown,no
25,services,single,secondary,0,3217,yes,no,unknown,28,may,24,1,-1,0,unknown,no
37,technician,single,secondary,0,5436,yes,no,cellular,6,may,7,11,351,1,failure,no
41,blue-collar,married,primary,0,2067,yes,no,cellular,15,may,493,7,-1,0,unknown,no
34,blue-collar,single,secondary,0,215,no,no,cellular,3,mar,350,3,-1,0,unknown,yes
36,services,divorced,secondary,0,1594,no,no,unknown,6,jun,250,3,-1,0,unknown,no
44,self-employed,married,tertiary,0,134,no,no,cellular,28,aug,86,4,-1,0,unknown,no
34,entrepreneur,divorced,tertiary,0,262,no,no,cellular,20,nov,371,1,-1,0,unknown,no
56,blue-collar,divorced,primary,0,3021,no,no,unknown,9,jun,419,2,-1,0,unknown,no
43,management,divorced,tertiary,0,388,yes,no,unknown,8,may,2087,2,-1,0,unknown,yes
28,blue-collar,single,secondary,0,3412,yes,no,cellular,15,may,22,4,-1,0,unknown,no
54,blue-collar,married,secondary,0,1291,yes,no,unknown,5,may,266,1,-1,0,unknown,no
37,technician,divorced,secondary,0,79,no,no,cellular,21,jul,191,1,-1,0,unknown,no
59,self-employed,married,tertiary,0,2013,no,no,cellular,19,feb,222,4,94,2,success,yes
58,blue-collar,divorced,secondary,0,543,no,yes,telephone,17,jul,264,3,-1,0,unknown,no
56,management,divorced,tertiary,0,1016,yes,no,unknown,9,jun,184,5,-1,0,unknown,no
32,blue-collar,single,secondary,0,604,no,yes,cellular,28,may,95,3,-1,0,unknown,no
42,management,single,tertiary,0,525,no,no,cellular,13,aug,127,2,-1,0,unknown,no
52,retired,divorced,primary,0,353,no,no,cellular,31,jul,395,4,-1,0,unknown,no
46,management,married,tertiary,0,964,yes,no,cellular,8,apr,174,1,-1,0,unknown,no
37,admin.,married,tertiary,0,3913,yes,no,cellular,27,apr,124,1,-1,0,unknown,yes
39,blue-collar,married,primary,0,879,yes,no,unknown,26,may,102,2,-1,0,unknown,no
