age,job,marital,education,has_credit,avg_year_balance,contact_type,day,month,num_compaign_contact,num_prev_contact,prev_compaign_outcome,target
37,3,2,0,0,199,1,10,5,1,0,2,0
58,9,1,1,0,201,1,10,5,5,0,2,0
37,10,2,2,1,0,1,10,5,1,0,2,0
30,9,1,2,0,1338,1,10,5,6,0,2,0
34,7,1,1,0,80,1,10,5,1,0,2,0
50,7,1,1,1,892,1,10,5,1,0,2,0
41,2,0,2,0,958,1,10,5,1,0,2,0
50,1,1,0,0,888,2,10,5,3,0,2,0
44,0,2,1,0,-101,1,10,5,1,0,2,0
52,1,2,2,1,-517,1,10,5,1,0,2,0
29,7,1,1,0,3,1,10,5,1,0,2,0
49,1,1,1,0,0,2,10,5,2,0,2,0
54,9,0,1,0,136,1,10,5,4,0,2,0
46,1,1,0,0,44,1,10,5,9,0,2,0
30,9,1,2,0,91,1,10,5,2,0,2,0
48,9,1,1,0,454,1,10,5,1,0,2,0
49,9,1,2,0,2568,1,10,5,1,0,2,0
30,9,2,1,0,-156,1,10,5,2,0,2,0
37,0,0,1,0,859,1,10,5,4,0,2,0
29,1,2,1,0,8079,1,10,5,1,0,2,0
41,1,1,0,0,407,2,10,5,2,0,2,0
35,7,1,1,0,501,1,10,5,8,0,2,0
35,7,1,1,0,63,1,10,5,4,0,2,0
45,1,1,0,0,1145,2,10,5,7,0,2,0
49,1,1,0,0,305,2,10,5,10,0,2,0
51,6,1,2,0,126,1,10,5,1,0,2,0
45,5,1,0,0,-24,1,10,5,5,0,2,0
42,1,1,0,0,-404,1,10,5,1,0,2,0
41,1,1,0,0,362,1,10,5,5,0,2,0
27,8,2,1,0,106,2,10,5,1,0,2,0
36,1,1,1,0,576,1,10,5,2,0,2,0
46,9,1,1,0,278,1,10,5,1,0,2,0
37,7,2,1,0,54,1,10,5,1,0,2,0
37,4,2,2,0,159,1,10,5,3,0,2,0
33,0,1,1,0,89,2,10,5,3,0,2,0
37,1,1,1,0,456,2,10,5,6,0,2,0
41,9,1,1,0,305,1,10,5,4,0,2,0
60,3,1,0,0,763,2,10,5,3,0,2,0
30,1,1,1,0,0,1,10,5,1,0,2,1
52,10,1,0,0,255,1,10,5,3,0,2,0
30,7,2,1,0,211,1,10,5,3,0,2,0
26,4,2,2,0,45,1,10,5,3,0,2,1
37,7,0,1,0,135,1,10,5,1,0,2,0
46,1,1,0,0,1,2,10,5,7,0,2,0
44,1,1,0,0,6,1,10,5,9,0,2,0
29,9,2,1,0,3527,1,10,5,5,0,2,0
26,7,2,1,0,235,1,10,5,3,0,2,0
33,1,1,1,0,66,1,10,5,1,0,2,0
31,8,1,0,0,46,1,10,5,1,0,2,1
58,1,1,1,0,556,2,10,5,4,0,2,0
54,9,1,1,0,89,1,10,5,3,0,2,0
39,4,1,2,0,397,1,10,5,6,0,2,0
44,4,1,2,0,284,1,10,5,5,0,2,0
32,4,2,2,0,26,1,10,5,6,0,2,0
33,1,2,1,0,109,1,10,5,3,0,2,0
39,1,2,0,0,1220,2,10,5,20,0,2,0
37,4,1,2,0,1403,1,10,5,15,0,2,0
35,1,0,1,0,275,1,10,5,5,0,2,0
29,1,2,1,0,482,1,10,5,3,0,2,1
36,11,2,0,0,3415,2,10,5,10,0,2,0
25,8,2,2,0,-113,1,10,5,3,0,2,0
41,2,1,0,0,1331,2,10,5,7,0,2,0
53,9,1,3,0,2242,1,10,5,14,0,2,0
53,2,1,1,0,0,2,10,5,27,0,2,0
27,2,1,2,0,-23,1,10,5,4,0,2,0
29,4,1,2,0,6586,1,10,5,1,0,2,0
52,1,1,0,0,142,2,10,5,5,0,2,0
50,9,1,1,0,4,1,10,5,5,0,2,0
33,0,1,1,0,13160,1,10,5,1,0,2,0
40,7,1,0,0,352,1,10,5,1,0,2,0
41,1,1,0,0,372,2,11,5,1,0,2,0
39,3,1,0,0,2460,1,11,5,3,0,2,0
29,0,1,1,0,111,1,11,5,1,0,2,0
41,9,2,1,0,-618,1,11,5,1,0,2,0
30,0,2,2,0,5,1,11,5,1,0,2,0
48,6,1,1,0,-817,1,11,5,1,0,2,0
44,4,1,2,0,756,1,11,5,2,0,2,0
56,1,2,0,0,533,1,11,5,1,0,2,0
35,4,1,2,0,0,1,11,5,1,0,2,0
59,4,1,2,0,0,2,11,5,1,0,2,0
40,0,1,1,0,149,1,11,5,1,0,2,0
36,9,1,1,0,3832,1,11,5,1,0,2,0
32,4,1,2,0,1196,1,11,5,1,0,2,0
26,4,1,2,0,17,1,11,5,1,0,2,0
28,1,2,1,0,455,1,11,5,1,0,2,0
38,1,1,1,0,50,1,11,5,2,0,2,0
51,4,0,2,0,1988,1,11,5,1,0,2,0
40,6,1,0,0,42,1,11,5,3,0,2,0
32,6,1,1,0,514,1,11,5,1,0,2,1
38,9,2,1,0,373,1,11,5,1,0,2,0
26,3,1,1,0,-759,1,11,5,1,0,2,0
54,4,1,2,0,95,1,11,5,1,0,2,0
27,7,2,1,0,70,1,11,5,1,0,2,0
34,4,1,2,0,-73,1,11,5,1,0,2,0
38,0,1,1,0,-728,1,11,5,1,0,2,0
36,9,1,1,0,-456,1,11,5,1,0,2,0
33,1,1,1,0,0,1,11,5,1,0,2,0
59,0,0,2,0,39,1,11,5,1,0,2,0
39,9,1,1,0,37,1,11,5,1,0,2,0
38,9,2,1,0,1932,1,11,5,1,0,2,0
51,9,1,1,0,-192,2,11,5,1,0,2,0
37,1,2,1,0,1672,1,11,5,1,0,2,0
34,4,1,2,0,161,1,11,5,1,0,2,0
34,1,1,0,0,479,1,11,5,1,0,2,0
35,7,1,1,0,372,1,11,5,1,0,2,0
36,4,2,2,0,1339,1,11,5,1,0,2,0
51,9,0,1,0,550,1,11,5,1,0,2,0
27,0,1,1,0,941,1,11,5,1,0,2,0
37,9,0,1,0,0,1,11,5,1,0,2,0
34,4,2,2,0,1049,1,11,5,1,0,2,0
33,9,1,2,0,236,1,11,5,1,0,2,0
37,1,2,1,0,263,1,11,5,2,0,2,0
33,0,2,1,0,32,1,11,5,1,0,2,0
53,9,0,1,0,447,1,11,5,1,0,2,0
38,9,1,1,0,114,1,11,5,3,0,2,0
50,7,0,1,0,0,1,11,5,2,0,2,0
40,4,1,2,0,-83,1,11,5,2,0,2,0
26,0,2,0,0,528,1,11,5,2,0,2,0
31,2,1,2,0,0,1,11,5,2,0,2,0
55,3,1,1,0,5,1,11,5,2,0,2,0
27,2,2,2,0,6,1,11,5,2,0,2,0
31,1,2,1,0,-161,1,11,5,2,0,2,0
50,7,1,1,0,-682,1,11,5,2,0,2,0
39,4,1,2,0,710,1,11,5,2,0,2,0
51,9,1,1,0,58,1,11,5,2,0,2,0
43,9,1,1,0,-260,1,11,5,2,0,2,0
34,4,2,2,0,9,1,11,5,2,0,2,0
53,4,1,2,0,-670,1,11,5,2,0,2,0
60,7,0,0,0,58,1,11,5,2,0,2,0
42,7,1,1,0,128,1,11,5,2,0,2,0
47,0,0,1,0,1139,1,11,5,2,0,2,0
27,0,2,1,0,428,2,11,5,2,0,2,0
38,9,2,1,0,31,1,11,5,2,0,2,0
47,4,1,2,0,761,1,11,5,2,0,2,0
46,1,1,0,0,776,2,11,5,2,0,2,0
41,9,1,1,0,-172,1,11,5,2,0,2,0
45,3,1,1,0,0,1,11,5,2,0,2,0
55,4,1,2,0,561,1,11,5,2,0,2,0
37,9,1,1,0,407,1,11,5,2,0,2,0
37,9,1,1,0,0,1,11,5,2,0,2,0
51,6,2,2,0,0,1,11,5,2,0,2,0
55,1,1,1,0,983,2,11,5,2,0,2,0
32,3,0,1,0,0,1,11,5,2,0,2,0
58,4,2,2,0,342,1,11,5,2,0,2,0
34,3,0,0,0,46,2,11,5,2,0,2,0
28,4,1,2,0,17,1,11,5,2,0,2,0
47,7,1,1,0,1073,2,11,5,3,0,2,0
47,2,1,2,0,416,2,11,5,2,0,2,0
34,9,1,3,0,12,1,11,5,2,0,2,0
39,9,2,1,0,671,1,11,5,2,0,2,0
57,5,1,1,0,8,1,11,5,2,0,2,0
57,0,1,1,0,2518,1,11,5,2,0,2,0
32,2,1,1,0,0,1,11,5,2,0,2,0
59,0,0,1,0,5,1,11,5,2,0,2,0
41,9,0,1,0,1499,1,11,5,2,0,2,0
58,5,1,1,0,100,1,11,5,2,0,2,0
49,1,1,1,0,3728,1,11,5,2,0,2,1
29,0,1,1,0,287,1,11,5,2,0,2,0
31,7,2,1,0,183,1,11,5,2,0,2,0
36,6,1,1,0,611,1,11,5,2,0,2,0
56,9,1,1,0,107,2,11,5,4,0,2,0
51,10,1,2,0,174,1,11,5,7,0,2,0
29,1,1,0,0,243,1,11,5,2,0,2,0
34,1,1,1,0,406,1,11,5,2,0,2,0
39,0,1,1,0,401,1,11,5,2,0,2,0
34,0,1,1,0,444,1,11,5,2,0,2,0
33,6,1,2,0,1249,1,11,5,2,0,2,0
43,0,1,0,0,392,1,11,5,2,0,2,0
42,0,1,1,0,645,1,11,5,2,0,2,0
34,1,1,1,1,-745,1,11,5,2,0,2,0
36,0,0,1,0,48,1,11,5,10,0,2,0
50,2,1,1,0,0,1,11,5,2,0,2,0
34,0,1,1,0,3814,1,11,5,2,0,2,0
35,7,2,0,0,167,1,11,5,2,0,2,1
38,2,1,0,0,-21,1,11,5,2,0,2,0
42,3,1,0,0,0,1,11,5,2,0,2,0
47,9,1,1,0,-226,1,11,5,2,0,2,0
41,9,1,2,0,177,2,11,5,2,0,2,0
32,0,1,2,0,0,1,11,5,2,0,2,0
48,0,0,1,0,0,1,11,5,3,0,2,0
44,7,1,1,1,-146,1,11,5,2,0,2,0
49,1,1,0,0,0,1,11,5,2,0,2,0
46,0,1,3,0,76,1,11,5,2,0,2,0
56,4,1,2,0,-762,1,11,5,2,0,2,0
43,9,1,1,0,0,1,11,5,2,0,2,0
46,9,2,1,0,834,1,11,5,2,0,2,0
55,5,1,1,0,991,1,11,5,2,0,2,0
35,4,2,2,0,0,1,11,5,3,0,2,0
56,3,1,0,0,0,1,11,5,2,0,2,0
44,9,1,2,0,851,1,11,5,2,0,2,0
29,7,2,1,0,0,1,11,5,2,0,2,0
58,3,0,0,0,0,1,11,5,2,0,2,0
56,2,1,2,0,40,1,11,5,2,0,2,0
52,7,1,1,0,5,1,11,5,2,0,2,0
42,4,1,2,0,484,1,11,5,2,0,2,0
58,0,1,1,0,0,1,11,5,2,0,2,0
35,0,2,1,0,141,1,11,5,2,0,2,0
32,6,1,1,0,413,1,11,5,2,0,2,0
30,1,1,0,0,35,1,11,5,2,0,2,0
50,4,1,2,0,383,1,11,5,2,0,2,0
38,9,2,2,0,0,1,11,5,2,0,2,0
38,7,1,1,0,0,1,11,5,2,0,2,0
44,3,1,0,0,71,1,11,5,2,0,2,0
45,4,1,2,0,2220,1,11,5,2,0,2,0
60,5,0,1,0,1099,1,11,5,2,0,2,1
60,4,1,2,0,2222,1,11,5,2,0,2,1
59,1,2,0,0,-86,1,11,5,2,0,2,0
37,2,1,2,0,986,1,11,5,2,0,2,0
29,4,2,2,0,983,1,11,5,2,0,2,1
49,1,2,1,0,-195,1,11,5,2,0,2,0
55,4,0,1,0,204,1,11,5,2,0,2,1
39,1,1,0,0,0,1,11,5,2,0,2,0
37,4,1,2,0,586,1,11,5,2,0,2,0
55,7,1,1,0,642,1,11,5,2,0,2,0
41,0,1,1,0,488,2,11,5,2,0,2,0
33,4,2,3,0,1534,1,11,5,2,0,2,1
48,1,0,0,0,0,1,11,5,2,0,2,0
32,4,1,2,0,1660,1,11,5,2,0,2,0
27,2,1,1,0,-36,1,11,5,10,0,2,0
59,5,1,1,0,1250,2,11,5,2,0,2,0
52,4,1,2,0,698,1,11,5,2,0,2,0
55,9,0,2,0,2848,1,11,5,2,0,2,0
42,0,2,1,0,426,1,11,5,2,0,2,0
59,5,1,3,0,178,2,11,5,2,0,2,0
40,2,0,2,0,1225,1,11,5,2,0,2,0
31,0,1,1,0,1661,1,11,5,2,0,2,0
37,7,1,1,0,-601,1,11,5,2,0,2,0
37,4,0,1,0,1448,1,11,5,2,0,2,0
26,3,2,1,0,93,1,11,5,3,0,2,0
33,3,1,0,0,212,1,11,5,2,0,2,0
34,0,0,1,0,25,1,11,5,2,0,2,0
59,5,1,1,0,3812,2,11,5,2,0,2,0
37,4,1,2,0,466,1,11,5,2,0,2,0
47,9,1,1,0,338,1,11,5,2,0,2,0
55,1,0,0,0,410,1,11,5,2,0,2,0
28,1,1,0,0,565,1,11,5,2,0,2,0
50,9,2,2,0,1840,1,11,5,2,0,2,0
40,0,2,1,0,-186,1,11,5,2,0,2,0
35,9,1,1,0,0,1,11,5,2,0,2,0
54,5,1,0,0,0,1,11,5,2,0,2,0
35,7,1,2,0,260,1,11,5,2,0,2,0
54,3,1,0,0,311,2,11,5,2,0,2,0
44,6,1,2,0,430,1,11,5,2,0,2,0
40,1,1,1,0,178,1,11,5,2,0,2,0
46,7,1,0,0,830,1,11,5,2,0,2,0
34,1,1,1,0,157,1,11,5,2,0,2,0
49,9,1,1,0,0,1,11,5,2,0,2,0
45,7,1,1,0,0,1,11,5,2,0,2,0
31,9,2,2,0,696,1,11,5,2,0,2,0
32,7,2,1,0,0,1,11,5,2,0,2,0
37,4,1,2,0,3841,1,11,5,2,0,2,0
37,1,1,1,0,1059,1,11,5,2,0,2,0
40,2,1,0,0,0,1,11,5,2,0,2,0
36,9,1,3,0,756,1,11,5,3,0,2,0
45,1,1,3,0,458,1,11,5,2,0,2,0
31,7,2,0,1,-357,1,11,5,2,0,2,0
58,4,1,0,0,2769,1,11,5,2,0,2,0
27,0,2,1,0,3638,1,11,5,5,0,2,0
44,0,1,1,0,1074,1,11,5,2,0,2,1
35,9,1,1,0,483,1,11,5,2,0,2,0
50,7,1,1,0,5,1,11,5,2,0,2,0
25,0,2,1,0,184,2,11,5,7,0,2,0
36,1,1,0,0,-608,1,11,5,2,0,2,0
39,2,1,2,0,83,1,11,5,2,0,2,0
38,1,1,1,0,84,2,11,5,2,0,2,0
42,3,1,3,0,302,1,11,5,2,0,2,0
32,7,1,3,0,23,1,11,5,2,0,2,0
38,4,0,2,0,349,1,11,5,2,0,2,0
35,4,1,2,0,272,1,11,5,2,0,2,0
31,7,1,1,0,505,1,11,5,3,0,2,0
30,7,1,1,0,4,1,11,5,2,0,2,0
25,4,2,2,0,10,1,11,5,2,0,2,0
47,9,1,1,0,3466,1,11,5,2,0,2,1
31,1,0,1,0,916,1,11,5,2,0,2,0
29,0,1,1,0,93,1,11,5,4,0,2,0
44,4,1,1,1,0,1,11,5,2,0,2,0
35,0,1,1,0,-203,1,11,5,2,0,2,1
53,0,0,3,0,257,1,11,5,2,0,2,1
46,1,1,1,0,853,1,11,5,3,0,2,0
36,1,1,1,0,-318,1,14,5,2,0,2,0
47,1,1,0,0,3038,1,14,5,2,0,2,0
43,9,0,1,1,73,1,14,5,2,0,2,0
39,4,1,1,0,-810,1,14,5,2,0,2,0
37,4,1,2,0,0,1,14,5,2,0,2,0
33,9,1,1,0,162,1,14,5,2,0,2,0
45,0,1,1,0,-388,1,14,5,2,0,2,0
29,7,1,1,0,10,1,14,5,2,0,2,0
35,1,1,1,0,1287,1,14,5,2,0,2,0
59,9,1,1,0,1139,1,14,5,2,0,2,0
46,4,1,1,0,1299,1,14,5,2,0,2,0
39,0,1,1,0,186,1,14,5,2,0,2,0
58,0,1,1,0,821,2,14,5,2,0,2,0
33,1,1,1,1,-406,1,14,5,2,0,2,0
35,9,1,1,0,0,1,14,5,2,0,2,0
49,1,1,0,0,2356,2,14,5,2,0,2,0
55,7,0,1,0,935,1,14,5,2,0,2,0
31,4,2,2,0,338,2,14,5,2,0,2,0
25,7,2,1,0,-41,1,14,5,2,0,2,0
43,1,1,1,0,500,1,14,5,2,0,2,0
34,4,1,2,0,1906,1,14,5,3,0,2,0
25,1,2,1,0,-375,1,14,5,2,0,2,0
45,7,1,0,0,132,1,14,5,2,0,2,0
52,1,2,0,1,-2,1,14,5,2,0,2,0
29,9,1,2,0,138,1,14,5,3,0,2,0
32,0,0,1,0,187,1,14,5,2,0,2,0
47,9,1,1,0,568,2,14,5,2,0,2,0
48,4,1,2,0,58,1,14,5,2,0,2,0
45,9,1,1,0,-149,1,14,5,2,0,2,0
30,7,0,1,0,-94,1,14,5,2,0,2,0
38,1,1,1,0,2283,1,14,5,3,0,2,0
45,1,1,0,0,660,1,14,5,2,0,2,0
31,7,1,1,0,78,1,14,5,2,0,2,0
60,5,1,1,0,2674,1,14,5,2,0,2,0
35,2,1,2,0,1859,1,14,5,2,0,2,0
36,0,2,1,0,0,1,14,5,2,0,2,0
50,0,1,1,0,3258,1,14,5,2,0,2,0
49,4,1,2,0,176,1,14,5,2,0,2,0
44,2,1,1,0,781,1,14,5,2,0,2,0
42,9,1,1,0,682,1,14,5,2,0,2,0
33,7,2,2,0,-104,1,14,5,2,0,2,0
41,9,1,1,0,201,1,14,5,8,0,2,0
55,0,1,0,0,343,1,14,5,3,0,2,0
37,6,1,1,0,2575,1,14,5,2,0,2,0
48,1,1,3,0,279,2,14,5,3,0,2,0
55,9,0,1,0,225,1,14,5,2,0,2,0
29,1,2,0,0,10,1,14,5,3,0,2,0
59,5,2,1,1,-341,1,14,5,3,0,2,0
27,0,1,1,1,-517,1,14,5,3,0,2,0
40,7,1,1,0,900,1,14,5,2,0,2,0
37,1,1,0,0,689,1,14,5,2,0,2,0
34,9,1,1,0,800,1,14,5,3,0,2,0
33,1,2,1,0,179,1,14,5,7,0,2,0
28,9,2,1,0,36,1,14,5,3,0,2,0
29,1,1,1,0,64,1,14,5,2,0,2,0
51,4,1,2,0,248,1,14,5,3,0,2,0
58,1,1,0,0,226,1,14,5,2,0,2,0
55,4,0,2,0,481,2,14,5,3,0,2,0
31,9,1,1,0,-160,1,14,5,6,0,2,0
44,4,2,2,0,0,1,14,5,3,0,2,0
40,1,1,1,0,992,1,14,5,3,0,2,0
45,4,1,2,0,706,1,14,5,2,0,2,0
60,1,1,1,0,1130,1,14,5,2,0,2,0
51,1,1,0,0,0,2,14,5,3,0,2,0
30,9,1,1,0,450,1,14,5,4,0,2,0
40,6,1,1,0,1749,1,14,5,12,0,2,0
31,7,1,1,0,393,1,14,5,2,0,2,0
42,1,1,1,0,-336,1,14,5,2,0,2,0
56,5,1,2,0,142,1,14,5,5,0,2,0
35,3,1,0,0,1266,1,14,5,2,0,2,0
34,4,1,2,0,0,1,14,5,3,0,2,0
53,4,1,3,0,876,2,14,5,3,0,2,0
25,9,1,1,0,-559,1,14,5,3,0,2,0
35,2,1,1,0,2436,1,14,5,3,0,2,1
29,4,1,2,0,581,1,14,5,2,0,2,0
32,1,1,1,0,-230,1,14,5,2,0,2,0
31,7,1,1,0,6,1,14,5,2,0,2,0
41,1,1,0,0,1821,1,14,5,3,0,2,0
51,3,1,0,0,30,1,14,5,2,0,2,0
46,2,1,2,0,2262,2,14,5,14,0,2,0
44,1,1,1,0,476,1,14,5,6,0,2,0
30,6,2,1,0,635,1,14,5,2,0,2,0
53,7,1,1,0,-391,1,14,5,3,0,2,0
32,4,1,2,0,184,1,14,5,3,0,2,0
39,9,2,1,0,287,1,14,5,3,0,2,0
60,5,1,2,0,0,2,14,5,3,0,2,0
28,7,1,1,0,7,1,14,5,4,0,2,0
55,1,1,1,0,34,1,14,5,3,0,2,0
43,7,1,1,0,-416,1,14,5,3,0,2,0
46,0,2,3,0,2273,1,14,5,3,0,2,0
28,4,2,1,0,62,1,14,5,3,0,2,0
48,1,1,1,0,101,1,14,5,3,0,2,0
33,9,2,1,0,390,1,14,5,2,0,2,0
32,4,1,2,0,8300,1,14,5,3,0,2,0
46,4,1,2,0,0,1,14,5,2,0,2,0
43,4,1,2,0,0,1,14,5,3,0,2,1
32,4,1,2,0,210,1,14,5,3,0,2,0
46,1,1,1,0,922,1,14,5,2,0,2,0
49,2,1,1,0,1916,2,14,5,3,0,2,0
27,3,1,0,1,-238,1,14,5,4,0,2,0
33,2,2,2,0,75,1,14,5,3,0,2,0
34,4,2,2,0,344,1,14,5,3,0,2,0
35,9,1,1,0,1140,1,14,5,2,0,2,0
45,1,2,1,0,91,1,14,5,2,0,2,0
48,5,1,1,0,67,2,14,5,2,0,2,0
48,4,1,2,0,308,1,14,5,5,0,2,0
35,1,2,0,0,-230,1,14,5,3,0,2,0
36,4,1,2,0,0,1,14,5,2,0,2,0
59,5,1,1,0,2291,1,14,5,3,0,2,0
43,1,2,2,0,1344,1,14,5,2,0,2,0
36,4,1,2,0,327,1,14,5,6,0,2,0
34,7,2,1,0,313,1,14,5,3,0,2,0
52,9,1,2,0,1416,1,14,5,3,0,2,0
60,4,0,0,0,21,2,14,5,3,0,2,0
32,9,2,2,0,47,1,14,5,3,0,2,0
44,1,0,1,0,272,1,14,5,2,0,2,0
36,2,1,2,0,733,2,14,5,12,0,2,0
50,4,1,2,0,1622,1,14,5,11,0,2,0
54,4,1,1,0,1987,1,14,5,3,0,2,0
32,0,1,1,0,-169,2,14,5,3,0,2,0
37,1,1,1,0,223,1,14,5,2,0,2,0
37,3,1,0,0,577,1,14,5,2,0,2,0
32,9,1,1,0,396,1,14,5,2,0,2,0
32,1,1,1,0,596,1,14,5,3,0,2,0
28,9,1,1,0,2919,1,14,5,3,0,2,0
33,1,1,1,0,0,2,14,5,3,0,2,0
47,0,2,1,0,-331,1,14,5,4,0,2,0
50,1,1,0,0,1580,1,14,5,3,0,2,0
53,5,0,0,0,-24,1,14,5,3,0,2,0
38,9,1,1,0,976,1,14,5,3,0,2,1
54,7,1,1,0,171,1,14,5,8,0,2,0
32,9,1,2,0,240,1,14,5,3,0,2,0
37,2,1,2,0,41,1,14,5,3,0,2,0
32,1,1,1,0,2353,1,14,5,3,0,2,0
54,0,0,3,0,0,1,14,5,3,0,2,0
47,0,1,1,0,104,1,14,5,2,0,2,0
42,7,0,3,0,-291,1,14,5,2,0,2,0
49,7,1,1,0,280,2,14,5,3,0,2,0
45,9,0,1,0,-14,1,14,5,3,0,2,0
44,1,1,0,0,3113,1,14,5,2,0,2,0
34,2,1,2,0,146,1,14,5,2,0,2,1
34,4,1,2,0,-123,1,14,5,3,0,2,0
49,7,1,0,0,784,1,14,5,4,0,2,0
42,7,1,1,0,-369,1,14,5,3,0,2,0
43,3,1,0,0,1491,2,14,5,3,0,2,0
40,1,2,0,0,45,1,14,5,4,0,2,0
41,4,1,2,0,783,1,14,5,3,0,2,0
47,4,0,2,0,0,1,14,5,2,0,2,0
43,1,0,0,0,-76,1,14,5,3,0,2,0
35,7,2,1,0,417,1,14,5,3,0,2,0
34,1,1,1,0,855,1,14,5,3,0,2,0
50,4,1,2,0,6739,1,14,5,3,0,2,0
52,6,1,1,0,248,1,14,5,3,0,2,0
32,4,1,2,0,2,1,14,5,3,0,2,0
50,9,1,1,0,85,1,14,5,3,0,2,0
40,1,1,1,0,1539,1,14,5,3,0,2,0
58,6,1,2,0,327,1,14,5,2,0,2,0
40,1,1,3,0,0,1,14,5,3,0,2,0
29,9,1,3,0,627,1,14,5,2,0,2,0
30,1,2,1,0,0,1,14,5,2,0,2,0
50,9,1,1,0,156,1,14,5,3,0,2,1
41,4,1,2,0,3016,1,14,5,3,0,2,0
43,9,2,1,0,145,1,14,5,3,0,2,0
57,0,1,1,0,808,1,14,5,3,0,2,0
45,9,1,1,0,144,1,14,5,4,0,2,0
42,4,1,2,0,831,1,14,5,3,0,2,0
53,4,1,2,0,0,1,14,5,3,0,2,0
49,4,1,2,0,261,1,14,5,2,0,2,0
27,0,1,1,0,639,1,14,5,3,0,2,0
57,5,1,1,0,107,1,14,5,2,0,2,0
29,3,1,1,0,85,1,14,5,2,0,2,0
33,7,1,1,0,0,1,14,5,2,0,2,0
43,10,2,2,0,408,1,14,5,8,0,2,0
35,1,1,1,0,-102,1,14,5,3,0,2,0
43,0,1,2,0,189,1,14,5,4,0,2,1
52,9,0,1,0,280,1,14,5,5,0,2,0
51,6,1,2,0,50,1,14,5,3,0,2,0
31,9,1,1,0,0,1,14,5,3,0,2,0
31,4,1,2,1,0,1,14,5,4,0,2,0
39,2,1,2,0,0,1,14,5,2,0,2,0
29,1,1,1,0,-191,1,14,5,2,0,2,0
57,9,1,0,0,1276,1,14,5,4,0,2,0
42,7,1,1,0,86,1,14,5,3,0,2,0
35,0,0,1,0,0,1,14,5,2,0,2,0
41,9,1,1,1,-1,1,14,5,2,0,2,0
35,4,2,2,0,31,1,14,5,3,0,2,0
41,7,0,1,0,0,1,14,5,3,0,2,0
30,1,2,1,0,332,1,14,5,3,0,2,0
52,9,1,1,0,279,1,14,5,3,0,2,0
43,9,1,0,0,-441,1,14,5,3,0,2,0
37,9,2,1,0,1780,1,14,5,4,0,2,0
57,5,0,1,0,24,1,14,5,2,0,2,0
47,9,1,1,0,0,2,14,5,2,0,2,0
43,7,1,1,0,778,1,14,5,2,0,2,0
54,5,1,1,0,522,1,14,5,3,0,2,0
54,5,0,0,0,308,1,14,5,3,0,2,0
39,7,1,1,0,1068,1,14,5,3,0,2,0
37,9,1,1,0,1328,1,14,5,3,0,2,0
33,0,2,1,0,-110,1,14,5,3,0,2,0
44,0,0,1,0,163,1,14,5,2,0,2,1
45,9,2,1,0,1196,1,14,5,6,0,2,0
35,9,1,1,0,0,1,14,5,3,0,2,0
53,1,1,1,0,2231,1,14,5,3,0,2,0
33,0,2,1,0,0,1,14,5,3,0,2,0
53,9,2,2,0,118,1,14,5,3,0,2,0
39,3,1,0,0,34,1,14,5,3,0,2,0
33,7,1,0,0,908,1,14,5,2,0,2,0
53,4,0,2,0,0,1,14,5,3,0,2,0
40,7,0,1,0,160,1,14,5,3,0,2,0
40,4,1,2,0,0,1,14,5,8,0,2,0
51,4,0,2,0,-2282,1,14,5,6,0,2,0
41,9,0,2,0,533,1,14,5,4,0,2,0
29,0,1,1,0,97,1,14,5,6,0,2,0
35,3,1,0,0,0,1,14,5,3,0,2,0
31,1,2,1,0,0,1,14,5,2,0,2,0
34,1,1,0,0,351,1,14,5,11,0,2,0
43,9,1,1,0,764,1,14,5,5,0,2,0
55,0,1,1,0,541,1,14,5,3,0,2,0
50,9,1,1,0,2406,2,14,5,5,0,2,0
43,1,2,1,0,615,1,14,5,4,0,2,0
39,0,1,1,0,350,2,14,5,6,0,2,0
34,0,0,1,0,0,1,14,5,3,0,2,0
58,9,2,1,0,409,1,14,5,2,0,2,0
28,4,0,1,0,-76,1,14,5,2,0,2,0
53,1,1,1,0,-162,1,14,5,6,0,2,0
30,9,1,1,0,-287,1,14,5,3,0,2,0
51,7,0,1,0,242,1,14,5,4,0,2,1
50,4,1,2,0,305,2,14,5,3,0,2,0
47,1,1,1,0,1875,1,14,5,3,0,2,0
55,2,1,1,0,204,1,14,5,13,0,2,0
52,0,1,0,0,0,1,14,5,3,0,2,0
31,4,1,2,0,153,1,14,5,3,0,2,0
31,9,1,1,0,1173,1,14,5,3,0,2,1
58,5,1,0,0,1987,2,14,5,4,0,2,0
32,9,2,2,0,418,1,14,5,3,0,2,0
50,9,1,1,0,2,1,14,5,3,0,2,0
48,1,1,1,0,742,1,14,5,4,0,2,0
57,9,0,1,0,-305,1,14,5,4,0,2,0
35,9,1,1,0,0,2,14,5,4,0,2,0
31,9,1,1,0,0,1,14,5,4,0,2,0
32,0,1,1,0,7522,1,14,5,3,0,2,0
36,3,1,0,0,4324,1,14,5,4,0,2,0
40,4,1,0,0,-90,2,14,5,3,0,2,0
42,0,0,1,0,-249,1,14,5,3,0,2,0
51,9,0,1,0,-406,1,14,5,4,0,2,0
36,1,1,0,0,1580,1,14,5,3,0,2,0
39,1,1,1,0,498,1,14,5,4,0,2,0
39,1,1,1,0,142,1,14,5,4,0,2,0
47,2,1,2,0,3659,1,14,5,4,0,2,0
36,4,2,0,0,51,2,14,5,3,0,2,0
